0 14 15 16 24 18 19 20 21 22 4 5 23 17 25 26 27 28 29 30 31 32 33 1 3 2 6 7 8 9 10 11 12 13 0
0 15 16 24 18 19 20 21 22 4 5 23 17 25 26 27 12 13 32 31 28 29 30 33 1 2 3 6 7 8 9 10 14 11 0
0 19 15 16 24 18 20 21 22 4 5 23 17 25 26 27 12 13 32 31 28 29 30 33 1 2 3 6 7 8 9 10 14 11 0
0 19 15 16 24 18 20 21 22 4 5 23 17 25 26 27 12 13 32 31 28 29 30 33 1 2 3 6 7 8 9 10 14 11 0
0 14 15 16 24 18 19 20 21 22 6 3 2 33 30 31 32 13 12 1 29 28 27 26 25 17 23 5 4 7 8 9 10 11 0
0 14 15 16 24 18 19 20 21 22 6 3 2 33 30 31 32 13 12 1 29 28 4 5 23 25 17 9 26 27 7 8 10 11 0
0 19 20 21 22 1 2 15 16 24 18 28 4 12 13 14 5 23 17 25 26 27 32 29 31 30 33 3 6 7 8 9 10 11 0
0 30 33 15 32 31 2 3 6 19 14 22 21 20 18 24 16 13 12 1 29 28 4 5 23 25 17 9 26 27 7 8 10 11 0
0 21 22 6 3 2 33 30 15 16 24 18 20 14 19 31 32 13 12 1 29 28 4 26 27 7 8 9 10 5 23 25 17 11 0
0 29 22 6 3 2 33 30 15 16 24 18 20 14 19 31 32 13 12 1 21 28 4 26 27 7 8 9 10 5 23 25 17 11 0
0 30 33 15 32 2 3 6 31 19 14 22 21 20 18 24 16 13 12 1 29 28 4 26 27 7 8 9 10 5 23 25 17 11 0
0 30 33 15 32 2 3 6 31 19 14 22 21 20 18 24 16 13 12 1 29 28 4 26 27 7 8 9 10 5 23 25 17 11 0
0 30 33 15 32 29 22 6 3 2 31 19 14 21 20 18 24 16 13 12 1 28 4 26 27 7 8 9 10 5 23 25 17 11 0
0 30 33 15 16 2 3 6 31 19 14 22 20 21 1 29 32 24 18 13 12 28 4 26 27 7 8 9 10 5 23 25 17 11 0
0 30 33 15 16 2 3 6 31 19 14 22 20 21 1 29 32 24 18 13 12 28 4 26 27 7 8 9 10 5 23 25 17 11 0
0 30 33 15 16 2 14 19 31 6 3 22 20 21 1 29 32 24 18 13 12 28 4 26 27 7 8 9 10 5 23 25 17 11 0
0 30 33 15 16 2 14 19 31 6 3 22 20 21 1 29 32 24 18 13 12 28 4 26 27 7 8 9 10 5 23 25 17 11 0
0 30 33 15 16 2 14 19 31 6 3 22 20 21 1 29 32 18 24 13 12 28 4 26 27 7 8 9 10 5 23 25 17 11 0
0 30 33 15 16 2 14 19 31 6 3 22 20 21 1 29 32 18 24 13 12 28 4 26 27 7 8 9 10 5 23 25 17 11 0
0 30 33 15 24 18 32 29 1 21 20 22 3 6 31 19 14 2 16 13 12 28 4 26 27 7 8 9 10 5 23 25 17 11 0
0 30 33 15 24 18 32 29 1 21 20 22 3 6 31 19 14 2 16 13 12 28 4 26 27 7 8 9 10 5 23 25 17 11 0
0 30 33 15 24 18 32 29 1 21 20 22 3 6 31 19 14 2 16 13 12 28 4 26 27 7 8 9 10 5 23 25 17 11 0
0 30 33 15 24 18 32 29 1 21 20 22 3 6 31 19 14 2 16 13 12 28 4 26 27 7 8 5 10 9 23 25 17 11 0
0 30 33 15 24 18 32 29 1 21 20 22 3 6 31 19 14 2 16 13 12 28 4 26 5 7 8 9 10 27 23 25 17 11 0
0 30 33 15 24 18 32 29 1 21 20 22 3 6 31 19 14 2 16 13 12 28 4 26 5 7 8 9 10 27 23 25 17 11 0
0 30 33 15 24 18 32 29 6 21 1 20 22 3 31 19 14 2 16 13 12 28 4 26 5 7 8 9 10 27 23 25 17 11 0
0 30 33 15 24 18 32 29 6 21 1 20 22 3 31 19 14 2 16 13 12 28 4 26 5 7 8 9 10 27 23 25 17 11 0
0 30 33 15 24 18 32 29 6 21 1 20 22 3 31 19 14 2 16 13 26 28 4 12 5 7 8 9 10 27 23 25 17 11 0
0 30 33 14 19 31 6 3 22 20 21 1 29 32 18 24 15 2 16 13 12 28 4 26 5 7 8 9 10 27 23 25 17 11 0
0 30 33 14 19 31 6 3 22 20 21 1 29 32 18 24 15 2 16 13 12 28 4 26 5 7 8 9 10 27 23 25 17 11 0
0 30 33 14 19 31 6 3 22 20 21 1 29 32 18 24 15 2 16 13 26 28 4 12 5 7 8 9 10 27 23 25 17 11 0
0 30 33 14 19 31 6 3 22 20 21 1 29 32 18 24 15 2 16 13 26 28 4 12 5 7 8 9 10 27 23 25 17 11 0
0 30 33 14 19 22 6 3 31 20 21 1 29 32 18 24 15 2 16 13 26 28 4 12 5 7 8 9 10 27 23 25 17 11 0
0 30 33 14 19 22 6 3 31 20 21 1 29 32 18 24 15 2 16 13 26 28 4 12 5 7 8 9 10 27 23 25 17 11 0
0 30 33 14 19 31 6 3 22 20 21 1 29 32 18 24 15 2 16 13 12 26 28 4 5 7 8 9 10 27 23 25 17 11 0
0 30 33 14 19 22 6 3 31 20 21 1 29 32 18 24 15 2 16 13 12 26 28 4 5 7 8 9 10 27 23 25 17 11 0
0 30 33 14 19 22 6 3 31 20 21 1 29 32 18 24 15 2 16 13 12 26 28 4 5 7 8 9 10 27 23 25 17 11 0
0 30 33 14 11 19 22 6 3 31 20 21 1 29 32 18 24 15 2 16 13 12 26 28 4 5 7 8 9 10 27 23 25 17 0
0 30 33 14 11 19 22 6 3 31 20 21 1 29 32 18 24 15 2 16 13 12 26 28 4 5 7 8 9 10 27 23 25 17 0
0 30 33 14 11 19 22 6 3 31 20 21 1 29 32 18 24 15 2 16 13 12 26 28 4 5 23 27 10 9 8 7 25 17 0
0 30 33 14 11 19 22 6 3 31 20 21 1 29 32 18 24 15 2 16 13 12 26 28 4 5 23 27 10 9 8 7 25 17 0
0 33 14 11 19 22 6 3 31 20 21 1 29 32 18 24 15 2 16 13 12 26 28 4 5 23 27 10 9 8 7 25 17 30 0
0 33 14 11 19 22 6 3 31 20 21 1 29 32 18 24 15 2 16 13 12 26 28 4 5 23 27 10 9 8 7 25 17 30 0
